word,frequency,has_special_chars,has_nums,has_contraction
fulfillment,3,False,False,False
accepting,3,False,False,False
inferior,3,False,False,False
majorities,3,False,False,False
Power,3,False,False,False
stagnation,3,False,False,False
six,3,False,False,False
covenant,3,False,False,False
leaving,3,False,False,False
complex,3,False,False,False
reared,3,False,False,False
corner,3,False,False,False
probably,3,False,False,False
stars,3,False,False,False
dollar,3,False,False,False
methods.,3,True,False,False
competency,3,False,False,False
"light,",3,True,False,False
challenged,3,False,False,False
credit.,3,True,False,False
condemn,3,False,False,False
"sections,",3,True,False,False
approval,3,False,False,False
beg,3,False,False,False
"there,",3,True,False,False
confidence.,3,True,False,False
emancipation,3,False,False,False
guaranteed,3,False,False,False
emphatically,3,False,False,False
relationships,3,False,False,False
promised,3,False,False,False
relative,3,False,False,False
fostering,3,False,False,False
immutable,3,False,False,False
Men,3,False,False,False
exchanged,3,False,False,False
antitrust,3,False,False,False
embracing,3,False,False,False
"soil,",3,True,False,False
demoralizing,3,False,False,False
forefathers,3,False,False,False
It's,3,True,False,True
other's,3,True,False,True
"products,",3,True,False,False
deliberate,3,False,False,False
enterprises,3,False,False,False
laboring,3,False,False,False
"members,",3,True,False,False
rhetoric,3,False,False,False
solemnly,3,False,False,False
Who,3,False,False,False
"depends,",3,True,False,False
moderation,3,False,False,False
"tolerance,",3,True,False,False
throwing,3,False,False,False
account,3,False,False,False
"state,",3,True,False,False
perils,3,False,False,False
banished,3,False,False,False
Like,3,False,False,False
reflected,3,False,False,False
"began,",3,True,False,False
population.,3,True,False,False
volunteer,3,False,False,False
excessive,3,False,False,False
weaker,3,False,False,False
Union?,3,True,False,False
negative,3,False,False,False
refusing,3,False,False,False
included,3,False,False,False
menacing,3,False,False,False
revealed,3,False,False,False
rendered,3,False,False,False
variance,3,False,False,False
saving,3,False,False,False
maintain.,3,True,False,False
mistaken,3,False,False,False
injuring,3,False,False,False
example.,3,True,False,False
resulted,3,False,False,False
"none,",3,True,False,False
knowingly,3,False,False,False
Legislature.,3,True,False,False
Therefore,3,False,False,False
concerns.,3,True,False,False
success.,3,True,False,False
aggression,3,False,False,False
repugnant,3,False,False,False
distrust,3,False,False,False
fallen,3,False,False,False
content,3,False,False,False
difference.,3,True,False,False
transit,3,False,False,False
extra,3,False,False,False
attainments,3,False,False,False
positive,3,False,False,False
silence,3,False,False,False
hence,3,False,False,False
fullest,3,False,False,False
bodies,3,False,False,False
hasten,3,False,False,False
relationship,3,False,False,False
perfectly,3,False,False,False
revenue.,3,True,False,False
fit,3,False,False,False
salute,3,False,False,False
amongst,3,False,False,False
Creator,3,False,False,False
believing,3,False,False,False
overthrow,3,False,False,False
"body,",3,True,False,False
"discord,",3,True,False,False
demonstrated,3,False,False,False
announce,3,False,False,False
Confederacy.,3,True,False,False
"ambition,",3,True,False,False
partisanship,3,False,False,False
finds,3,False,False,False
miseries,3,False,False,False
develop,3,False,False,False
judgment.,3,True,False,False
boasted,3,False,False,False
millions.,3,True,False,False
account.,3,True,False,False
bank,3,False,False,False
does.,3,True,False,False
patriot,3,False,False,False
"influence,",3,True,False,False
completely,3,False,False,False
iron,3,False,False,False
fatal,3,False,False,False
merchant,3,False,False,False
conscientious,3,False,False,False
golden,3,False,False,False
"methods,",3,True,False,False
bulwark,3,False,False,False
railways,3,False,False,False
failures,3,False,False,False
"health,",3,True,False,False
heads,3,False,False,False
touch,3,False,False,False
wounded,3,False,False,False
parent,3,False,False,False
"Jefferson,",3,True,False,False
seeing,3,False,False,False
fulfillment.,3,True,False,False
law-abiding,3,True,False,False
conscience.,3,True,False,False
apprehensions,3,False,False,False
inherent,3,False,False,False
harbors,3,False,False,False
interior,3,False,False,False
"legislation,",3,True,False,False
pain,3,False,False,False
tonnage,3,False,False,False
expenditures.,3,True,False,False
isthmus,3,False,False,False
crucial,3,False,False,False
ancestors,3,False,False,False
failing,3,False,False,False
"blowing,",3,True,False,False
inspire,3,False,False,False
"integrity,",3,True,False,False
"does,",3,True,False,False
co-operation,3,True,False,False
racial,3,False,False,False
generation.,3,True,False,False
"department,",3,True,False,False
quicken,3,False,False,False
unity.,3,True,False,False
"less,",3,True,False,False
effectual,3,False,False,False
quite,3,False,False,False
longer.,3,True,False,False
Together,3,False,False,False
Presidency,3,False,False,False
fitness,3,False,False,False
forbidding,3,False,False,False
suggested,3,False,False,False
Navy,3,False,False,False
"ideals,",3,True,False,False
"division,",3,True,False,False
freemen,3,False,False,False
warrant,3,False,False,False
ended,3,False,False,False
strange,3,False,False,False
"story,",3,True,False,False
attending,3,False,False,False
challenge.,3,True,False,False
remove,3,False,False,False
closed.,3,True,False,False
assert,3,False,False,False
compose,3,False,False,False
singular,3,False,False,False
improved,3,False,False,False
presents,3,False,False,False
Or,3,False,False,False
Shall,3,False,False,False
contrast,3,False,False,False
unwise,3,False,False,False
"understood,",3,True,False,False
guard,3,False,False,False
striking,3,False,False,False
poor,3,False,False,False
"space,",3,True,False,False
"says,",3,True,False,False
rate,3,False,False,False
compelling,3,False,False,False
deprecated,3,False,False,False
remark,3,False,False,False
arising,3,False,False,False
generosity,3,False,False,False
feet,3,False,False,False
unused,3,False,False,False
consolation,3,False,False,False
implied,3,False,False,False
concession,3,False,False,False
pledges,3,False,False,False
war;,3,True,False,False
reports,3,False,False,False
anxiety,3,False,False,False
inspiring,3,False,False,False
multitude,3,False,False,False
deprivation,3,False,False,False
observable,3,False,False,False
justified,3,False,False,False
conservative,3,False,False,False
administrative,3,False,False,False
"islands,",3,True,False,False
expressly,3,False,False,False
Civil,3,False,False,False
"position,",3,True,False,False
uniting,3,False,False,False
wonderful,3,False,False,False
city,3,False,False,False
farm,3,False,False,False
profitable,3,False,False,False
minor,3,False,False,False
fields,3,False,False,False
distress,3,False,False,False
dread,3,False,False,False
employment.,3,True,False,False
democracy's,3,True,False,True
lacking,3,False,False,False
warfare,3,False,False,False
incumbents,3,False,False,False
factory,3,False,False,False
"neighbors,",3,True,False,False
"Senate,",3,True,False,False
custom,3,False,False,False
earlier,3,False,False,False
"welfare,",3,True,False,False
domain,3,False,False,False
horizons,3,False,False,False
fraught,3,False,False,False
Cuba,3,False,False,False
indications,3,False,False,False
currency.,3,True,False,False
Nation;,3,True,False,False
reposed,3,False,False,False
prevailed.,3,True,False,False
"conscience,",3,True,False,False
"departments,",3,True,False,False
respectively,3,False,False,False
us?,3,True,False,False
alarm,3,False,False,False
inestimable,3,False,False,False
significant,3,False,False,False
charter,3,False,False,False
payment,3,False,False,False
"bold,",3,True,False,False
suppression,3,False,False,False
gaze,3,False,False,False
beauty,3,False,False,False
talent,3,False,False,False
temple,3,False,False,False
occur,3,False,False,False
details,3,False,False,False
arises,3,False,False,False
disputed,3,False,False,False
Republican,3,False,False,False
qualities,3,False,False,False
levying,3,False,False,False
ultimately,3,False,False,False
Constitution;,3,True,False,False
diplomatic,3,False,False,False
species,3,False,False,False
"conciliation,",3,True,False,False
rarely,3,False,False,False
administration.,3,True,False,False
neighboring,3,False,False,False
incidental,3,False,False,False
declining,3,False,False,False
ports,3,False,False,False
extravagance,3,False,False,False
"direction,",3,True,False,False
prevented,3,False,False,False
avoiding,3,False,False,False
Asia,3,False,False,False
deficiency,3,False,False,False
creation,3,False,False,False
"demands,",3,True,False,False
intentions,3,False,False,False
conclusion,3,False,False,False
undoubted,3,False,False,False
"were,",3,True,False,False
strives,3,False,False,False
joined,3,False,False,False
"to,",3,True,False,False
"would,",3,True,False,False
disaster,3,False,False,False
"vigor,",3,True,False,False
Whatever,3,False,False,False
cause.,3,True,False,False
letter,3,False,False,False
page,3,False,False,False
glory.,3,True,False,False
fertile,3,False,False,False
"Mississippi,",3,True,False,False
"evil,",3,True,False,False
death,3,False,False,False
negotiation.,3,True,False,False
consequently,3,False,False,False
observed.,3,True,False,False
immigration,3,False,False,False
"mine,",3,True,False,False
negotiations,3,False,False,False
strengthened.,3,True,False,False
persevere,3,False,False,False
"reality,",3,True,False,False
unworthy,3,False,False,False
evil.,3,True,False,False
"rivers,",3,True,False,False
period.,3,True,False,False
Mississippi,3,False,False,False
remedy.,3,True,False,False
treason,3,False,False,False
defect,3,False,False,False
lover,3,False,False,False
pure,3,False,False,False
ratified,3,False,False,False
keeps,3,False,False,False
"city,",3,True,False,False
"each,",3,True,False,False
Nothing,3,False,False,False
interpretation,3,False,False,False
trust.,3,True,False,False
requirements,3,False,False,False
accession,3,False,False,False
amidst,3,False,False,False
adjusted,3,False,False,False
die,3,False,False,False
diminishing,3,False,False,False
expanded,3,False,False,False
remarks,3,False,False,False
"treaty,",3,True,False,False
transactions,3,False,False,False
moment.,3,True,False,False
"efficiency,",3,True,False,False
products.,3,True,False,False
territories,3,False,False,False
intricate,3,False,False,False
votes,3,False,False,False
distribute,3,False,False,False
statement,3,False,False,False
despotism,3,False,False,False
deadly,3,False,False,False
tomorrow,3,False,False,False
subject.,3,True,False,False
"Look,",3,True,False,False
"thrift,",3,True,False,False
predictions,3,False,False,False
heirs,3,False,False,False
fiscal,3,False,False,False
term.,3,True,False,False
"modern,",3,True,False,False
emergency,3,False,False,False
senate,3,False,False,False
remained,3,False,False,False
acquiescence,3,False,False,False
terminate,3,False,False,False
men.,3,True,False,False
given.,3,True,False,False
Until,3,False,False,False
exerted,3,False,False,False
safer,3,False,False,False
census,3,False,False,False
cultivated,3,False,False,False
mine,3,False,False,False
ceded,3,False,False,False
"price,",3,True,False,False
petty,3,False,False,False
dominant,3,False,False,False
substantial,3,False,False,False
exact,3,False,False,False
compromises,3,False,False,False
diversified,3,False,False,False
sentence,3,False,False,False
"improvement,",3,True,False,False
necessaries,3,False,False,False
provisions,3,False,False,False
countrymen.,3,True,False,False
lawless,3,False,False,False
unlimited,3,False,False,False
"continue,",3,True,False,False
probable,3,False,False,False
alleged,3,False,False,False
attitude,3,False,False,False
fears,3,False,False,False
came.,2,True,False,False
"militia,",2,True,False,False
asking,2,False,False,False
enlarging,2,False,False,False
engender.,2,True,False,False
diplomacy.,2,True,False,False
auxiliaries,2,False,False,False
had.,2,True,False,False
form.,2,True,False,False
extends,2,False,False,False
ever-increasing,2,True,False,False
new.,2,True,False,False
"commitment,",2,True,False,False
"long,",2,True,False,False
will;,2,True,False,False
"""They",2,True,False,False
"numbers,",2,True,False,False
enriched,2,False,False,False
sooner,2,False,False,False
"campaign,",2,True,False,False
mechanic,2,False,False,False
returns,2,False,False,False
mountain,2,False,False,False
profligacy,2,False,False,False
Much,2,False,False,False
beginnings,2,False,False,False
reasonably,2,False,False,False
Foreign,2,False,False,False
"struggle,",2,True,False,False
foolish,2,False,False,False
plains,2,False,False,False
"verdict,",2,True,False,False
honestly,2,False,False,False
flag.,2,True,False,False
bread,2,False,False,False
"people.""",2,True,False,False
mention,2,False,False,False
depressed,2,False,False,False
adjusting,2,False,False,False
sensible,2,False,False,False
conquest,2,False,False,False
incurring,2,False,False,False
removal.,2,True,False,False
whirlwind,2,False,False,False
dare.,2,True,False,False
gaining,2,False,False,False
gathered,2,False,False,False
devolved,2,False,False,False
gladly,2,False,False,False
flames,2,False,False,False
proportion,2,False,False,False
manifested,2,False,False,False
empty,2,False,False,False
compromise,2,False,False,False
frontier,2,False,False,False
courage.,2,True,False,False
burdensome,2,False,False,False
stakes,2,False,False,False
reflecting,2,False,False,False
brink,2,False,False,False
darkness.,2,True,False,False
push,2,False,False,False
"hemisphere,",2,True,False,False
broken,2,False,False,False
OUR,2,False,False,False
wealthy,2,False,False,False
"April,",2,True,False,False
tempered,2,False,False,False
"see,",2,True,False,False
forests,2,False,False,False
eventful,2,False,False,False
impending,2,False,False,False
chaos.,2,True,False,False
"waterways,",2,True,False,False
weaknesses,2,False,False,False
"energies,",2,True,False,False
somewhat,2,False,False,False
consumed,2,False,False,False
voluntarily,2,False,False,False
bridges,2,False,False,False
"""preserve,",2,True,False,False
share.,2,True,False,False
range,2,False,False,False
avert,2,False,False,False
refreshed,2,False,False,False
unwilling,2,False,False,False
brave,2,False,False,False
directs,2,False,False,False
rides,2,False,False,False
assumed,2,False,False,False
God-given,2,True,False,False
offense,2,False,False,False
signally,2,False,False,False
bow,2,False,False,False
responsibly,2,False,False,False
woe,2,False,False,False
"establishment,",2,True,False,False
risks,2,False,False,False
few.,2,True,False,False
exchange,2,False,False,False
commitments.,2,True,False,False
civic,2,False,False,False
offenses,2,False,False,False
"challenges,",2,True,False,False
admonish,2,False,False,False
escape,2,False,False,False
"decency,",2,True,False,False
betray,2,False,False,False
"initiatives,",2,True,False,False
saint,2,False,False,False
searching,2,False,False,False
"energy,",2,True,False,False
schools.,2,True,False,False
facilitate,2,False,False,False
consummate,2,False,False,False
sudden,2,False,False,False
name.,2,True,False,False
doubtless,2,False,False,False
swept,2,False,False,False
goal:,2,True,False,False
terrible,2,False,False,False
"servants,",2,True,False,False
observance,2,False,False,False
storm.,2,True,False,False
far-reaching,2,True,False,False
diffusion,2,False,False,False
falsehood,2,False,False,False
wills,2,False,False,False
anxiously,2,False,False,False
annexation,2,False,False,False
sap,2,False,False,False
signed,2,False,False,False
"knowledge,",2,True,False,False
"science,",2,True,False,False
spared,2,False,False,False
words:,2,True,False,False
world:,2,True,False,False
tested.,2,True,False,False
gradual,2,False,False,False
wrote,2,False,False,False
"swift,",2,True,False,False
devolve,2,False,False,False
"Administrations,",2,True,False,False
providing,2,False,False,False
souls.,2,True,False,False
Do,2,False,False,False
virus.,2,True,False,False
twilight,2,False,False,False
swear,2,False,False,False
willingly,2,False,False,False
rebuild,2,False,False,False
"navigation,",2,True,False,False
angel,2,False,False,False
constitutionally,2,False,False,False
supplement,2,False,False,False
distributed,2,False,False,False
"Eisenhower,",2,True,False,False
impact,2,False,False,False
receipts,2,False,False,False
'revenue',2,True,False,True
"maintained,",2,True,False,False
opinion.,2,True,False,False
weakness,2,False,False,False
'protection',2,True,False,True
'object',2,True,False,True
defenses,2,False,False,False
"behind,",2,True,False,False
fact:,2,True,False,False
presume,2,False,False,False
generally.,2,True,False,False
teaches,2,False,False,False
"think,",2,True,False,False
unto,2,False,False,False
solicitude,2,False,False,False
recover,2,False,False,False
technology,2,False,False,False
briefly,2,False,False,False
era.,2,True,False,False
partake,2,False,False,False
combat,2,False,False,False
applicants,2,False,False,False
"safer,",2,True,False,False
household,2,False,False,False
red,2,False,False,False
Detroit,2,False,False,False
cleaner,2,False,False,False
hills,2,False,False,False
hallowed,2,False,False,False
"opportunities,",2,True,False,False
"honesty,",2,True,False,False
disciplined,2,False,False,False
Once,2,False,False,False
implements,2,False,False,False
vitally,2,False,False,False
discard,2,False,False,False
alter,2,False,False,False
Progress,2,False,False,False
beacon,2,False,False,False
"safety,",2,True,False,False
furnished,2,False,False,False
monopolies,2,False,False,False
occupying,2,False,False,False
telegraph,2,False,False,False
diminish,2,False,False,False
"discountenanced,",2,True,False,False
Dangers,2,False,False,False
five,2,False,False,False
transaction,2,False,False,False
trillions,2,False,False,False
environment.,2,True,False,False
rural,2,False,False,False
heartburnings,2,False,False,False
students,2,False,False,False
"immigration,",2,True,False,False
revolutionary,2,False,False,False
tried,2,False,False,False
teaching,2,False,False,False
transfers,2,False,False,False
guarantee,2,False,False,False
"Domingo,",2,True,False,False
preeminent,2,False,False,False
enlighten,2,False,False,False
frugal,2,False,False,False
planted,2,False,False,False
transferring,2,False,False,False
circumstances.,2,True,False,False
cost.,2,True,False,False
inquiry,2,False,False,False
proposals,2,False,False,False
foe,2,False,False,False
wages,2,False,False,False
workers,2,False,False,False
multitudes,2,False,False,False
covered,2,False,False,False
avail.,2,True,False,False
fought,2,False,False,False
adverse,2,False,False,False
easier,2,False,False,False
magnificent,2,False,False,False
decay.,2,True,False,False
"conquest,",2,True,False,False
decency.,2,True,False,False
arms--and,2,True,False,False
strangers,2,False,False,False
assign,2,False,False,False
"20,",2,True,True,False
required.,2,True,False,False
collection,2,False,False,False
"sentiment,",2,True,False,False
restrained,2,False,False,False
extinguish,2,False,False,False
Equal,2,False,False,False
weeks,2,False,False,False
association,2,False,False,False
uncertain,2,False,False,False
approved.,2,True,False,False
19th,2,False,True,False
Inauguration,2,False,False,False
mercantile,2,False,False,False
happier,2,False,False,False
"""care",2,True,False,False
sights,2,False,False,False
young.,2,True,False,False
south,2,False,False,False
"consumption,",2,True,False,False
rich.,2,True,False,False
"millennium,",2,True,False,False
knowledge;,2,True,False,False
scope,2,False,False,False
Recent,2,False,False,False
possibly,2,False,False,False
adequately,2,False,False,False
you:,2,True,False,False
coast.,2,True,False,False
creeds.,2,True,False,False
jealousies,2,False,False,False
"lifetime,",2,True,False,False
choice:,2,True,False,False
"millions,",2,True,False,False
sympathize,2,False,False,False
ground.,2,True,False,False
"citizenship,",2,True,False,False
prepare,2,False,False,False
valley,2,False,False,False
distinctions,2,False,False,False
invented,2,False,False,False
ever.,2,True,False,False
split,2,False,False,False
"age,",2,True,False,False
"conviction,",2,True,False,False
holding,2,False,False,False
Pacific.,2,True,False,False
"dreams,",2,True,False,False
Take,2,False,False,False
colonial,2,False,False,False
Wars,2,False,False,False
church,2,False,False,False
400,2,False,True,False
regard.,2,True,False,False
involves,2,False,False,False
stops,2,False,False,False
onto,2,False,False,False
qualified,2,False,False,False
"concerned,",2,True,False,False
improving,2,False,False,False
"surface,",2,True,False,False
abstain,2,False,False,False
terror,2,False,False,False
necessity.,2,True,False,False
antirepublican,2,False,False,False
tomorrow's,2,True,False,True
Everyone,2,False,False,False
doubted,2,False,False,False
postponed.,2,True,False,False
"asked,",2,True,False,False
pleasant,2,False,False,False
seamen,2,False,False,False
spark,2,False,False,False
sheet,2,False,False,False
Abroad,2,False,False,False
prosper,2,False,False,False
inflicted,2,False,False,False
"community,",2,True,False,False
task.,2,True,False,False
legacy?,2,True,False,False
"ask,",2,True,False,False
bitterness,2,False,False,False
attempting,2,False,False,False
planet,2,False,False,False
Washington.,2,True,False,False
days.,2,True,False,False
"Johnson,",2,True,False,False
"never,",2,True,False,False
"Treasury,",2,True,False,False
thrive,2,False,False,False
let's,2,True,False,True
balances,2,False,False,False
harm.,2,True,False,False
impossible.,2,True,False,False
"failed,",2,True,False,False
"No,",2,True,False,False
offspring,2,False,False,False
won,2,False,False,False
extreme,2,False,False,False
"territory,",2,True,False,False
goodness.,2,True,False,False
"Abroad,",2,True,False,False
labors.,2,True,False,False
striving,2,False,False,False
"compromise,",2,True,False,False
shift,2,False,False,False
chart,2,False,False,False
Prosperity,2,False,False,False
"councils,",2,True,False,False
reformed,2,False,False,False
terms.,2,True,False,False
majestic,2,False,False,False
"adversaries,",2,True,False,False
reformation,2,False,False,False
occasionally,2,False,False,False
"values,",2,True,False,False
"""To",2,True,False,False
encouragement.,2,True,False,False
interest;,2,True,False,False
spirits,2,False,False,False
president,2,False,False,False
shuttered,2,False,False,False
guides,2,False,False,False
residing,2,False,False,False
"minds,",2,True,False,False
"language,",2,True,False,False
harmonious,2,False,False,False
consists,2,False,False,False
prop,2,False,False,False
"Mall,",2,True,False,False
King,2,False,False,False
depths,2,False,False,False
viewed,2,False,False,False
substituting,2,False,False,False
generation's,2,True,False,True
began.,2,True,False,False
"wives,",2,True,False,False
Obama,2,False,False,False
restrain,2,False,False,False
eradicate,2,False,False,False
winning,2,False,False,False
"succeed,",2,True,False,False
encroaching,2,False,False,False
civility,2,False,False,False
gangs,2,False,False,False
versus,2,False,False,False
oppression.,2,True,False,False
reclaim,2,False,False,False
First,2,False,False,False
brothers,2,False,False,False
different.,2,True,False,False
par,2,False,False,False
Americas,2,False,False,False
star,2,False,False,False
lying,2,False,False,False
feared,2,False,False,False
Let's,2,True,False,True
sailors,2,False,False,False
widows,2,False,False,False
remind,2,False,False,False
mystical,2,False,False,False
hearts.,2,True,False,False
"patriotic,",2,True,False,False
"art,",2,True,False,False
inflated,2,False,False,False
forge,2,False,False,False
titles,2,False,False,False
renewal,2,False,False,False
doesn't,2,True,False,True
Both,2,False,False,False
dissolve,2,False,False,False
"wars,",2,True,False,False
confirmed,2,False,False,False
"cannot,",2,True,False,False
box,2,False,False,False
discover,2,False,False,False
reform.,2,True,False,False
"charity,",2,True,False,False
unfair,2,False,False,False
districts,2,False,False,False
inculcate,2,False,False,False
"responsibilities,",2,True,False,False
"if,",2,True,False,False
indirectly,2,False,False,False
felicity,2,False,False,False
acclaim,2,False,False,False
Panama,2,False,False,False
increasing.,2,True,False,False
accomplishing,2,False,False,False
"foundation,",2,True,False,False
posterity,2,False,False,False
influential,2,False,False,False
obeying,2,False,False,False
"Father,",2,True,False,False
"army,",2,True,False,False
feel.,2,True,False,False
mainland,2,False,False,False
"wounds,",2,True,False,False
"population,",2,True,False,False
cup,2,False,False,False
indirect,2,False,False,False
recognition,2,False,False,False
"emergency,",2,True,False,False
Rocky,2,False,False,False
"invasion.""",2,True,False,False
closest,2,False,False,False
munitions,2,False,False,False
repel,2,False,False,False
access,2,False,False,False
prosecution,2,False,False,False
route,2,False,False,False
"genius,",2,True,False,False
Republics,2,False,False,False
finance,2,False,False,False
conditions.,2,True,False,False
government;,2,True,False,False
manufactured,2,False,False,False
"amity,",2,True,False,False
harm,2,False,False,False
settlements,2,False,False,False
dispute.,2,True,False,False
"manner,",2,True,False,False
increased.,2,True,False,False
possessions.,2,True,False,False
meaning.,2,True,False,False
passed.,2,True,False,False
incumbent,2,False,False,False
weal.,2,True,False,False
exigencies,2,False,False,False
repeal,2,False,False,False
"prosperous,",2,True,False,False
happy.,2,True,False,False
uncovered,2,False,False,False
immeasurable,2,False,False,False
electorate.,2,True,False,False
remain.,2,True,False,False
selfishness,2,False,False,False
"temporary,",2,True,False,False
complain,2,False,False,False
tragic,2,False,False,False
expand,2,False,False,False
forbids,2,False,False,False
"pride,",2,True,False,False
breast,2,False,False,False
permanent.,2,True,False,False
imposing,2,False,False,False
complications,2,False,False,False
recognizes,2,False,False,False
mistrust,2,False,False,False
exigency,2,False,False,False
"private,",2,True,False,False
purchase,2,False,False,False
navy.,2,True,False,False
Mexico,2,False,False,False
advantage.,2,True,False,False
prevailing,2,False,False,False
South.,2,True,False,False
injure,2,False,False,False
"labor,",2,True,False,False
"compassion,",2,True,False,False
closeness,2,False,False,False
appointments,2,False,False,False
modification,2,False,False,False
Dingley,2,False,False,False
time?,2,True,False,False
attempted,2,False,False,False
"farm,",2,True,False,False
dependable,2,False,False,False
admiration,2,False,False,False
widened,2,False,False,False
injured,2,False,False,False
outset,2,False,False,False
tariff.,2,True,False,False
squandering,2,False,False,False
temptation,2,False,False,False
"creation,",2,True,False,False
15th,2,False,True,False
unselfishness,2,False,False,False
impairing,2,False,False,False
"production,",2,True,False,False
"stronger,",2,True,False,False
for.,2,True,False,False
include,2,False,False,False
Good,2,False,False,False
word.,2,True,False,False
Entering,2,False,False,False
oppress,2,False,False,False
"World,",2,True,False,False
surpassing,2,False,False,False
"clearly,",2,True,False,False
urging,2,False,False,False
recognizing,2,False,False,False
prior,2,False,False,False
possessing,2,False,False,False
device,2,False,False,False
"passed,",2,True,False,False
reserve,2,False,False,False
"masters,",2,True,False,False
Whenever,2,False,False,False
consequences.,2,True,False,False
remedied,2,False,False,False
"negligence,",2,True,False,False
war-making,2,True,False,False
surmount,2,False,False,False
virtues,2,False,False,False
affirmed,2,False,False,False
results.,2,True,False,False
expenditure.,2,True,False,False
unequal,2,False,False,False
aspire,2,False,False,False
season,2,False,False,False
gravest,2,False,False,False
carriers,2,False,False,False
fixing,2,False,False,False
doubtful,2,False,False,False
tariffs,2,False,False,False
dimensions,2,False,False,False
therein,2,False,False,False
prices.,2,True,False,False
"employees,",2,True,False,False
administrations,2,False,False,False
session.,2,True,False,False
contentment,2,False,False,False
children's,2,True,False,True
previous,2,False,False,False
decreased,2,False,False,False
exceed,2,False,False,False
organization.,2,True,False,False
"danger,",2,True,False,False
appraise,2,False,False,False
liberally,2,False,False,False
"races,",2,True,False,False
arrange,2,False,False,False
pacification,2,False,False,False
"charged,",2,True,False,False
alert,2,False,False,False
enterprises.,2,True,False,False
annoyance,2,False,False,False
"seas,",2,True,False,False
pernicious,2,False,False,False
band,2,False,False,False
willingness,2,False,False,False
staggering,2,False,False,False
island,2,False,False,False
"resolve,",2,True,False,False
repair,2,False,False,False
readjustment,2,False,False,False
"presumed,",2,True,False,False
invited,2,False,False,False
negotiation,2,False,False,False
examine,2,False,False,False
conflict.,2,True,False,False
judiciously,2,False,False,False
deposits,2,False,False,False
to.,2,True,False,False
Florida,2,False,False,False
selected.,2,True,False,False
assured.,2,True,False,False
embody,2,False,False,False
tribunals,2,False,False,False
divided.,2,True,False,False
"burdens,",2,True,False,False
communicated,2,False,False,False
"industrial,",2,True,False,False
upright,2,False,False,False
campaign,2,False,False,False
crime.,2,True,False,False
condemned,2,False,False,False
inducement,2,False,False,False
defrayed,2,False,False,False
"1818,",2,True,True,False
board,2,False,False,False
"fortifications,",2,True,False,False
nomination,2,False,False,False
minimum,2,False,False,False
commenced,2,False,False,False
colonies,2,False,False,False
henceforth,2,False,False,False
"useful,",2,True,False,False
stable,2,False,False,False
"as,",2,True,False,False
"fisheries,",2,True,False,False
relates,2,False,False,False
rooted,2,False,False,False
combined,2,False,False,False
"defense,",2,True,False,False
east,2,False,False,False
hostility,2,False,False,False
dictated,2,False,False,False
abnormal,2,False,False,False
"neutral,",2,True,False,False
"colonies,",2,True,False,False
desperate,2,False,False,False
party.,2,True,False,False
Isthmus,2,False,False,False
treason.,2,True,False,False
stating,2,False,False,False
front,2,False,False,False
St.,2,True,False,False
exportation,2,False,False,False
visit,2,False,False,False
costs,2,False,False,False
Croix,2,False,False,False
calmly,2,False,False,False
minority,2,False,False,False
"sustained,",2,True,False,False
"either,",2,True,False,False
strictest,2,False,False,False
patiently,2,False,False,False
urged.,2,True,False,False
"Spain,",2,True,False,False
ratifications,2,False,False,False
fourteenth,2,False,False,False
"taken,",2,True,False,False
there.,2,True,False,False
arbitrament,2,False,False,False
thirteenth,2,False,False,False
fitting,2,False,False,False
"Pacific,",2,True,False,False
withdraw,2,False,False,False
She,2,False,False,False
"occurrences,",2,True,False,False
preceded,2,False,False,False
condition.,2,True,False,False
protest,2,False,False,False
discussions,2,False,False,False
consideration.,2,True,False,False
restraints,2,False,False,False
prevailed,2,False,False,False
recollected,2,False,False,False
friendship.,2,True,False,False
burthen,2,False,False,False
whites,2,False,False,False
irresponsible,2,False,False,False
"shared,",2,True,False,False
exalt,2,False,False,False
be:,2,True,False,False
affords,2,False,False,False
"witness,",2,True,False,False
adds,2,False,False,False
induction,2,False,False,False
affect,2,False,False,False
imposes.,2,True,False,False
"away,",2,True,False,False
sight,2,False,False,False
commanding,2,False,False,False
conspicuously,2,False,False,False
continent.,2,True,False,False
Government's,2,True,False,True
commencing,2,False,False,False
wishing,2,False,False,False
Porto,2,False,False,False
menace,2,False,False,False
mitigate,2,False,False,False
dependencies,2,False,False,False
impoverished,2,False,False,False
advantageous,2,False,False,False
"view,",2,True,False,False
us;,2,True,False,False
asserted,2,False,False,False
luxuries,2,False,False,False
alliance,2,False,False,False
"confidence,",2,True,False,False
boundary,2,False,False,False
safe.,2,True,False,False
fever,2,False,False,False
aliens,2,False,False,False
Gulf,2,False,False,False
admonished,2,False,False,False
productive.,2,True,False,False
temporarily,2,False,False,False
cure,2,False,False,False
"facilities,",2,True,False,False
occurrences,2,False,False,False
time-honored,2,True,False,False
explanation,2,False,False,False
losses,2,False,False,False
Rico,2,False,False,False
danger.,2,True,False,False
Meantime,2,False,False,False
"Britain,",2,True,False,False
regulating,2,False,False,False
convention,2,False,False,False
"frontiers,",2,True,False,False
begets,2,False,False,False
wild,2,False,False,False
reason.,2,True,False,False
incapacity,2,False,False,False
buy,2,False,False,False
APP,2,False,False,False
"recreation,",2,True,False,False
organic,2,False,False,False
aids,2,False,False,False
benediction,2,False,False,False
instituted,2,False,False,False
